text_id,pokemon_id,generation,version,group,text
23,0478,第九世代,朱,宝可梦 朱／紫,用冷气把中意的人类或宝可梦都冻起来。然后带回巢穴当装饰用。
24,0478,第九世代,紫,宝可梦 朱／紫,据说它会吐出零下５０度的气息冻结猎物，然后将其带到秘密的地方装饰起来。
1,0479,第四世代,钻石,宝可梦 钻石／珍珠,身体由等离子构成。因潜入电器中搞恶作剧而闻名。
2,0479,第四世代,珍珠,宝可梦 钻石／珍珠,身体由等离子构成。因潜入电器中搞恶作剧而闻名。
3,0479,第四世代,白金,宝可梦 白金,如同电一般的身体能够进入到一部分机器里，并将其作为躯体来恶作剧。
4,0479,第四世代,心金,宝可梦 心金／魂银,作为驱动特殊马达的动力能源而被长期研究的宝可梦。
5,0479,第四世代,魂银,宝可梦 心金／魂银,作为驱动特殊马达的动力能源而被长期研究的宝可梦。
6,0479,第五世代,黑,宝可梦 黑／白,如同电一般的身体能够进入到一部分机器里，并将其作为躯体来恶作剧。
7,0479,第五世代,白,宝可梦 黑／白,如同电一般的身体能够进入到一部分机器里，并将其作为躯体来恶作剧。
8,0479,第五世代,黑２,宝可梦 黑２／白２,如同电一般的身体能够进入到一部分机器里，并将其作为躯体来恶作剧。
9,0479,第五世代,白２,宝可梦 黑２／白２,如同电一般的身体能够进入到一部分机器里，并将其作为躯体来恶作剧。
10,0479,第六世代,Ｘ,宝可梦 Ｘ／Ｙ,作为驱动特殊马达的动力能源而被长期研究的宝可梦。
11,0479,第六世代,Ｙ,宝可梦 Ｘ／Ｙ,身体由等离子构成。因潜入电器中搞恶作剧而闻名。
12,0479,第六世代,欧米伽红宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,作为驱动特殊马达的动力能源而被长期研究的宝可梦。
13,0479,第六世代,阿尔法蓝宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,身体由等离子构成。因潜入电器中搞恶作剧而闻名。
14,0479,第八世代,剑,宝可梦 剑／盾,"某位少年的发明促使人们开始制造各种活用洛托姆的机器。（洛托姆的样子）
钻进由特殊马达驱动的烤箱微波炉里的洛托姆。十分擅长控制火焰。（加热洛托姆）
会让房间发大水。喜欢利用水来恶作剧的洛托姆。（清洗洛托姆）
钻进由特殊马达驱动的电冰箱里的洛托姆。会吐出冷气战斗。（结冰洛托姆）
会吹飞你重要的资料。喜欢利用刮风来恶作剧的洛托姆。（旋转洛托姆）
钻进由特殊马达驱动的割草机里的洛托姆。会把割下的草到处乱撒。（切割洛托姆）"
15,0479,第八世代,盾,宝可梦 剑／盾,"会用由离子构成的身体潜入各种各样的机器里。最喜欢恶作剧吓人。（洛托姆的样子）
会烤焦你最爱的衣服。喜欢用加热来恶作剧的洛托姆。（加热洛托姆）
钻进由特殊马达驱动的洗衣机里的洛托姆。会放水威吓对手。（清洗洛托姆）
会冻住浴缸里放好的水。喜欢用冷气来恶作剧的洛托姆。（结冰洛托姆）
钻进由特殊马达驱动的电风扇里的洛托姆。会制造强风来吹飞敌人。（旋转洛托姆）
会割掉你种好的花。喜欢与草有关的恶作剧的洛托姆。（切割洛托姆）"
16,0479,第八世代,晶灿钻石,宝可梦 晶灿钻石／明亮珍珠,身体由等离子构成。因潜入电器中搞恶作剧而闻名。
17,0479,第八世代,明亮珍珠,宝可梦 晶灿钻石／明亮珍珠,身体由等离子构成。因潜入电器中搞恶作剧而闻名。
18,0479,第八世代,传说 阿尔宙斯,宝可梦传说 阿尔宙斯,"看来像是靠电能运作的灵魂，怪异至极的宝可梦。天生聪慧，但喜欢恶作剧，需小心应付。（洛托姆的样子）
藏身于怪异饭锅中的形态。此饭锅来历不明。是个会喷火来作恶的麻烦家伙。（加热洛托姆）
藏身于奇特柜子中的形态。柜子原本的用途不得而知。是个会泼洒冷水来作恶的麻烦家伙。（清洗洛托姆）
藏身于奇怪橱柜中的形态。橱柜由未知的物质所制成。是个会制造冰霜来作恶的麻烦家伙。（结冰洛托姆）
藏身于神秘器具中的形态。器具的用途不得而知。是个会喷吐狂风来作恶的麻烦家伙。（旋转洛托姆）
藏身于异样推车中的形态。推车的构造十分不可思议。是个会砍断草木来作恶的麻烦家伙。（切割洛托姆）"
19,0479,第九世代,朱,宝可梦 朱／紫,"如同电一般的身体能够进入到一部分机器里，并将其作为躯体来恶作剧。如果烤箱微波炉本身运转不良，钻进里边的洛托姆也会变得无精打采。（加热洛托姆）
钻进洗衣机里的样子。会用水淹没四周，然后心满意足地点头。（清洗洛托姆）
钻进冰箱里的样子。会用冷气冻结四周，然后愉快地跳来跳去。（结冰洛托姆）
钻进电风扇里的样子。会吹飞四周的东西，然后发出得逞了的窃笑。（旋转洛托姆）
成为了洛托姆图鉴的诞生契机的其中一个家电产品就是割草机。（切割洛托姆）"
20,0479,第九世代,紫,宝可梦 朱／紫,"作为驱动特殊马达的动力能源而被长期研究的宝可梦。钻进了烤箱微波炉的样子。会用高温将周围烤得焦黑，然后开心地大笑。（加热洛托姆）
由于已经停止生产，能让洛托姆钻进去的洗衣机在市场上被高价买卖。（清洗洛托姆）
装在冰箱里的特殊马达是让洛托姆发生形态变化的关键。（结冰洛托姆）
虽然能让洛托姆钻进去的家电产品有好几种，但最先被研发出来的是电风扇。（旋转洛托姆）
钻进割草机的样子。砍倒花草后，它会自信满满地耀武扬威。（切割洛托姆）"
1,0480,第四世代,钻石,宝可梦 钻石／珍珠,被称为知识之神。据说拥有消除与之目光交会者的记忆的力量。
2,0480,第四世代,珍珠,宝可梦 钻石／珍珠,据说，由克希的诞生给人类带来了令生活变得丰富多彩的智慧。
3,0480,第四世代,白金,宝可梦 白金,传说由克希四处飞行时，人们获得了赖以解决问题的叫做“智慧”的能力。*
4,0480,第四世代,心金,宝可梦 心金／魂银,据说是赐予了人们解决各种各样的问题的智慧的宝可梦。*
5,0480,第四世代,魂银,宝可梦 心金／魂银,据说是赐予了人们解决各种各样的问题的智慧的宝可梦。*
6,0480,第五世代,黑,宝可梦 黑／白,传说由克希四处飞行时，人们获得了赖以解决问题的叫做“智慧”的能力。*
7,0480,第五世代,白,宝可梦 黑／白,传说由克希四处飞行时，人们获得了赖以解决问题的叫做“智慧”的能力。*
8,0480,第五世代,黑２,宝可梦 黑２／白２,传说由克希四处飞行时，人们获得了赖以解决问题的叫做“智慧”的能力。*
9,0480,第五世代,白２,宝可梦 黑２／白２,传说由克希四处飞行时，人们获得了赖以解决问题的叫做“智慧”的能力。*
10,0480,第六世代,Ｘ,宝可梦 Ｘ／Ｙ,被称为知识之神。据说拥有消除与之目光交会者的记忆的力量。
11,0480,第六世代,Ｙ,宝可梦 Ｘ／Ｙ,据说，由克希的诞生给人类带来了令生活变得丰富多彩的智慧。
12,0480,第六世代,欧米伽红宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,被称为知识之神。据说拥有消除与之目光交会者的记忆的力量。
13,0480,第六世代,阿尔法蓝宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,据说，由克希的诞生给人类带来了令生活变得丰富多彩的智慧。
14,0480,第八世代,晶灿钻石,宝可梦 晶灿钻石／明亮珍珠,被称为知识之神。据说拥有消除与之目光交会者的记忆的力量。
15,0480,第八世代,明亮珍珠,宝可梦 晶灿钻石／明亮珍珠,据说，由克希的诞生给人类带来了令生活变得丰富多彩的智慧。
16,0480,第八世代,传说 阿尔宙斯,宝可梦传说 阿尔宙斯,会夺去恶人的记忆，因而受到人们敬畏的宝可梦。本人曾发现提及此宝可梦司掌知识的记录。
1,0481,第四世代,钻石,宝可梦 钻石／珍珠,教会了人们悲伤的痛苦和快乐的宝贵。被称为感情之神。
2,0481,第四世代,珍珠,宝可梦 钻石／珍珠,沉睡在湖底，但据说会灵魂出窍，在水面上飞来飞去。
3,0481,第四世代,白金,宝可梦 白金,艾姆利多四处飞行时，人们获得了生活中的喜悦和悲伤之类的“情感”。*
4,0481,第四世代,心金,宝可梦 心金／魂银,据说是给人们心灵带来了欢乐悲伤等情感的宝可梦。*
5,0481,第四世代,魂银,宝可梦 心金／魂银,据说是给人们心灵带来了欢乐悲伤等情感的宝可梦。*
6,0481,第五世代,黑,宝可梦 黑／白,艾姆利多四处飞行时，人们获得了生活中的喜悦和悲伤之类的“情感”。*
7,0481,第五世代,白,宝可梦 黑／白,艾姆利多四处飞行时，人们获得了生活中的喜悦和悲伤之类的“情感”。*
8,0481,第五世代,黑２,宝可梦 黑２／白２,艾姆利多四处飞行时，人们获得了生活中的喜悦和悲伤之类的“情感”。*
9,0481,第五世代,白２,宝可梦 黑２／白２,艾姆利多四处飞行时，人们获得了生活中的喜悦和悲伤之类的“情感”。*
10,0481,第六世代,Ｘ,宝可梦 Ｘ／Ｙ,教会了人们悲伤的痛苦和快乐的宝贵。被称为感情之神。
11,0481,第六世代,Ｙ,宝可梦 Ｘ／Ｙ,沉睡在湖底，但据说会灵魂出窍，在水面上飞来飞去。
12,0481,第六世代,欧米伽红宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,教会了人们悲伤的痛苦和快乐的宝贵。被称为感情之神。
13,0481,第六世代,阿尔法蓝宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,沉睡在湖底，但据说会灵魂出窍，在水面上飞来飞去。
14,0481,第八世代,晶灿钻石,宝可梦 晶灿钻石／明亮珍珠,教会了人们悲伤的痛苦和快乐的宝贵。被称为感情之神。
15,0481,第八世代,明亮珍珠,宝可梦 晶灿钻石／明亮珍珠,沉睡在湖底，但据说会灵魂出窍，在水面上飞来飞去。
16,0481,第八世代,传说 阿尔宙斯,宝可梦传说 阿尔宙斯,有着感情之神别名的宝可梦。传说它会令对其不敬之人的感情失控，因而受到人们畏惧。
1,0482,第四世代,钻石,宝可梦 钻石／珍珠,被称为意志之神。一直沉睡在湖底，维持着世界的平衡。
2,0482,第四世代,珍珠,宝可梦 钻石／珍珠,人们认为，由克希、艾姆利多和亚克诺姆是从同一个蛋里出生的宝可梦。
3,0482,第四世代,白金,宝可梦 白金,亚克诺姆四处飞行时，人们获得了使他们下定决心做好事情的“意志力”。*
4,0482,第四世代,心金,宝可梦 心金／魂银,据说是赠与了人们能够直面任何困难的勇气的宝可梦。*
5,0482,第四世代,魂银,宝可梦 心金／魂银,据说是赠与了人们能够直面任何困难的勇气的宝可梦。*
6,0482,第五世代,黑,宝可梦 黑／白,亚克诺姆四处飞行时，人们获得了使他们下定决心做好事情的“意志力”。*
7,0482,第五世代,白,宝可梦 黑／白,亚克诺姆四处飞行时，人们获得了使他们下定决心做好事情的“意志力”。*
8,0482,第五世代,黑２,宝可梦 黑２／白２,亚克诺姆四处飞行时，人们获得了使他们下定决心做好事情的“意志力”。*
9,0482,第五世代,白２,宝可梦 黑２／白２,亚克诺姆四处飞行时，人们获得了使他们下定决心做好事情的“意志力”。*
10,0482,第六世代,Ｘ,宝可梦 Ｘ／Ｙ,被称为意志之神。一直沉睡在湖底，维持着世界的平衡。
11,0482,第六世代,Ｙ,宝可梦 Ｘ／Ｙ,人们认为，由克希、艾姆利多和亚克诺姆是从同一个蛋里出生的宝可梦。
12,0482,第六世代,欧米伽红宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,被称为意志之神。一直沉睡在湖底，维持着世界的平衡。
13,0482,第六世代,阿尔法蓝宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,人们认为，由克希、艾姆利多和亚克诺姆是从同一个蛋里出生的宝可梦。
14,0482,第八世代,晶灿钻石,宝可梦 晶灿钻石／明亮珍珠,被称为意志之神。一直沉睡在湖底，维持着世界的平衡。
15,0482,第八世代,明亮珍珠,宝可梦 晶灿钻石／明亮珍珠,人们认为，由克希、艾姆利多和亚克诺姆是从同一个蛋里出生的宝可梦。
16,0482,第八世代,传说 阿尔宙斯,宝可梦传说 阿尔宙斯,以意志之神的身份受人畏惧的宝可梦。传说它能操纵与自己敌对者的意志，使其化为傀儡。
1,0483,第四世代,钻石,宝可梦 钻石／珍珠,拥有操纵时间的力量，在神奥地区的神话里被描述成神。
2,0483,第四世代,珍珠,宝可梦 钻石／珍珠,由于帝牙卢卡的诞生，时间才开始流动。是有着这样传说的宝可梦。
3,0483,第四世代,白金,宝可梦 白金,当帝牙卢卡的心脏跳动时，时间就会流逝。神奥地区的传说的宝可梦。*
4,0483,第四世代,心金,宝可梦 心金／魂银,凭借自己操纵时间的流动从而能够移动到过去和未来。*
5,0483,第四世代,魂银,宝可梦 心金／魂银,凭借自己操纵时间的流动从而能够移动到过去和未来。*
6,0483,第五世代,黑,宝可梦 黑／白,当帝牙卢卡的心脏跳动时，时间就会流逝。神奥地区的传说的宝可梦。*
7,0483,第五世代,白,宝可梦 黑／白,当帝牙卢卡的心脏跳动时，时间就会流逝。神奥地区的传说的宝可梦。*
8,0483,第五世代,黑２,宝可梦 黑２／白２,当帝牙卢卡的心脏跳动时，时间就会流逝。神奥地区的传说的宝可梦。*
9,0483,第五世代,白２,宝可梦 黑２／白２,当帝牙卢卡的心脏跳动时，时间就会流逝。神奥地区的传说的宝可梦。*
10,0483,第六世代,Ｘ,宝可梦 Ｘ／Ｙ,由于帝牙卢卡的诞生，时间才开始流动。是有着这样传说的宝可梦。
11,0483,第六世代,Ｙ,宝可梦 Ｘ／Ｙ,拥有操纵时间的力量，在神奥地区的神话里被描述成神。
12,0483,第六世代,欧米伽红宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,由于帝牙卢卡的诞生，时间才开始流动。是有着这样传说的宝可梦。
13,0483,第六世代,阿尔法蓝宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,拥有操纵时间的力量，在神奥地区的神话里被描述成神。
14,0483,第八世代,晶灿钻石,宝可梦 晶灿钻石／明亮珍珠,拥有操纵时间的力量，在神奥地区的神话里被描述成神。
15,0483,第八世代,明亮珍珠,宝可梦 晶灿钻石／明亮珍珠,由于帝牙卢卡的诞生，时间才开始流动。是有着这样传说的宝可梦。
16,0483,第八世代,传说 阿尔宙斯,宝可梦传说 阿尔宙斯,洗翠地区流传着这样的神话传说：当此神诞生，现世的时间便如滔滔大河般开始流动。光明乃是促使形态变化的导火线。此形态所能发挥的强大力量，令人不得不认为如此酷似创造神的姿态才是其真身。（起源形态）
1,0484,第四世代,钻石,宝可梦 钻石／珍珠,拥有扭曲空间的能力，在神奥地区的神话里被描述成神。
2,0484,第四世代,珍珠,宝可梦 钻石／珍珠,据说居住在平行排列的空间狭缝中，是出现在神话中的宝可梦。
3,0484,第四世代,白金,宝可梦 白金,随着帕路奇亚的每一次呼吸，空间变得更加安定。神奥地区的传说的宝可梦。*
4,0484,第四世代,心金,宝可梦 心金／魂银,凭借自己操纵空间的连接从而能够移动到远处的异空间。*
5,0484,第四世代,魂银,宝可梦 心金／魂银,凭借自己操纵空间的连接从而能够移动到远处的异空间。*
6,0484,第五世代,黑,宝可梦 黑／白,随着帕路奇亚的每一次呼吸，空间变得更加安定。神奥地区的传说的宝可梦。*
7,0484,第五世代,白,宝可梦 黑／白,随着帕路奇亚的每一次呼吸，空间变得更加安定。神奥地区的传说的宝可梦。*
8,0484,第五世代,黑２,宝可梦 黑２／白２,随着帕路奇亚的每一次呼吸，空间变得更加安定。神奥地区的传说的宝可梦。*
9,0484,第五世代,白２,宝可梦 黑２／白２,随着帕路奇亚的每一次呼吸，空间变得更加安定。神奥地区的传说的宝可梦。*
10,0484,第六世代,Ｘ,宝可梦 Ｘ／Ｙ,据说居住在平行排列的空间狭缝中，是出现在神话中的宝可梦。
11,0484,第六世代,Ｙ,宝可梦 Ｘ／Ｙ,拥有扭曲空间的能力，在神奥地区的神话里被描述成神。
12,0484,第六世代,欧米伽红宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,据说居住在平行排列的空间狭缝中，是出现在神话中的宝可梦。
13,0484,第六世代,阿尔法蓝宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,拥有扭曲空间的能力，在神奥地区的神话里被描述成神。
14,0484,第八世代,晶灿钻石,宝可梦 晶灿钻石／明亮珍珠,拥有扭曲空间的能力，在神奥地区的神话里被描述成神。
15,0484,第八世代,明亮珍珠,宝可梦 晶灿钻石／明亮珍珠,据说居住在平行排列的空间狭缝中，是出现在神话中的宝可梦。
16,0484,第八世代,传说 阿尔宙斯,宝可梦传说 阿尔宙斯,洗翠地区流传着这样的神话传说：当此神诞生，阻隔现世的屏障消失，出现了无边无际的空间。翱翔天际的姿态令人联想起万物的创造主。本人推测，模仿创造主的模样正是将其力化为己有的方法。（起源形态）
1,0485,第四世代,钻石,宝可梦 钻石／珍珠,栖息在火山的洞穴里。用十字形的爪子钩住墙壁和洞顶爬来爬去。
2,0485,第四世代,珍珠,宝可梦 钻石／珍珠,栖息在火山的洞穴里。用十字形的爪子钩住墙壁和洞顶爬来爬去。
3,0485,第四世代,白金,宝可梦 白金,虽说有着坚硬的钢铁身躯，也因为自己发出的高温而一点一点地熔化。*
4,0485,第四世代,心金,宝可梦 心金／魂银,像熔岩般沸腾的血液在体内流动着。栖息在火山的洞穴里。
5,0485,第四世代,魂银,宝可梦 心金／魂银,像熔岩般沸腾的血液在体内流动着。栖息在火山的洞穴里。
6,0485,第五世代,黑,宝可梦 黑／白,虽说有着坚硬的钢铁身躯，也因为自己发出的高温而一点一点地熔化。*
7,0485,第五世代,白,宝可梦 黑／白,虽说有着坚硬的钢铁身躯，也因为自己发出的高温而一点一点地熔化。*
8,0485,第五世代,黑２,宝可梦 黑２／白２,虽说有着坚硬的钢铁身躯，也因为自己发出的高温而一点一点地熔化。*
9,0485,第五世代,白２,宝可梦 黑２／白２,虽说有着坚硬的钢铁身躯，也因为自己发出的高温而一点一点地熔化。*
10,0485,第六世代,Ｘ,宝可梦 Ｘ／Ｙ,栖息在火山的洞穴里。用十字形的爪子钩住墙壁和洞顶爬来爬去。
11,0485,第六世代,Ｙ,宝可梦 Ｘ／Ｙ,像熔岩般沸腾的血液在体内流动着。栖息在火山的洞穴里。
12,0485,第六世代,欧米伽红宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,栖息在火山的洞穴里。用十字形的爪子钩住墙壁和洞顶爬来爬去。
13,0485,第六世代,阿尔法蓝宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,像熔岩般沸腾的血液在体内流动着。栖息在火山的洞穴里。
14,0485,第八世代,晶灿钻石,宝可梦 晶灿钻石／明亮珍珠,栖息在火山的洞穴里。用十字形的爪子钩住墙壁和洞顶爬来爬去。
15,0485,第八世代,明亮珍珠,宝可梦 晶灿钻石／明亮珍珠,栖息在火山的洞穴里。用十字形的爪子钩住墙壁和洞顶爬来爬去。
16,0485,第八世代,传说 阿尔宙斯,宝可梦传说 阿尔宙斯,传说中诞生自天冠山内部滚烫熔岩之中。由熔化的钢铁构成的身体充满未解之谜。
1,0486,第四世代,钻石,宝可梦 钻石／珍珠,世间流传着这样的传说，据说它拖动了用绳捆绑的大陆。
2,0486,第四世代,珍珠,宝可梦 钻石／珍珠,世间流传着这样的传说，据说它拖动了用绳捆绑的大陆。
3,0486,第四世代,白金,宝可梦 白金,据说用特殊的冰山、岩石和熔岩制作出了形似自己的宝可梦。
4,0486,第四世代,心金,宝可梦 心金／魂银,据说它用黏土、寒冰和熔岩做出了雷吉洛克、雷吉艾斯和雷吉斯奇鲁三只宝可梦。*
5,0486,第四世代,魂银,宝可梦 心金／魂银,据说它用黏土、寒冰和熔岩做出了雷吉洛克、雷吉艾斯和雷吉斯奇鲁三只宝可梦。*
6,0486,第五世代,黑,宝可梦 黑／白,据说用特殊的冰山、岩石和熔岩制作出了形似自己的宝可梦。
7,0486,第五世代,白,宝可梦 黑／白,据说用特殊的冰山、岩石和熔岩制作出了形似自己的宝可梦。
8,0486,第五世代,黑２,宝可梦 黑２／白２,据说用特殊的冰山、岩石和熔岩制作出了形似自己的宝可梦。
9,0486,第五世代,白２,宝可梦 黑２／白２,据说用特殊的冰山、岩石和熔岩制作出了形似自己的宝可梦。
10,0486,第六世代,Ｘ,宝可梦 Ｘ／Ｙ,据说用特殊的冰山、岩石和熔岩制作出了形似自己的宝可梦。
11,0486,第六世代,Ｙ,宝可梦 Ｘ／Ｙ,世间流传着这样的传说，据说它拖动了用绳捆绑的大陆。
12,0486,第六世代,欧米伽红宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,据说用特殊的冰山、岩石和熔岩制作出了形似自己的宝可梦。
13,0486,第六世代,阿尔法蓝宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,世间流传着这样的传说，据说它拖动了用绳捆绑的大陆。
14,0486,第八世代,剑,宝可梦 剑／盾,在世上流传着的传说中，它曾模仿自己的样子创造出过宝可梦。
15,0486,第八世代,盾,宝可梦 剑／盾,据说它用各种各样的材料制作了宝可梦后，把大陆移动到了现在的位置。
16,0486,第八世代,晶灿钻石,宝可梦 晶灿钻石／明亮珍珠,世间流传着这样的传说，据说它拖动了用绳捆绑的大陆。
17,0486,第八世代,明亮珍珠,宝可梦 晶灿钻石／明亮珍珠,世间流传着这样的传说，据说它拖动了用绳捆绑的大陆。
18,0486,第八世代,传说 阿尔宙斯,宝可梦传说 阿尔宙斯,传说雷吉奇卡斯用绳索将大陆拖曳而来，创造了洗翠的大地。传说内容虽存疑，但其中或许蕴藏着一丝真理。
1,0487,第四世代,钻石,宝可梦 钻石／珍珠,据说这种宝可梦栖息在位于这个世界背面的世界里。会出现在古代的墓地中。
2,0487,第四世代,珍珠,宝可梦 钻石／珍珠,据说这种宝可梦栖息在位于这个世界背面的世界里。会出现在古代的墓地中。
3,0487,第四世代,白金,宝可梦 白金,因为性格粗暴而被驱逐，一直待在毁坏的世界里，静静地看着原来的世界。
4,0487,第四世代,心金,宝可梦 心金／魂银,据说栖息在位于这个世界背面的毁坏的世界里。那里所有的常规都与这个世界不同。
5,0487,第四世代,魂银,宝可梦 心金／魂银,据说栖息在位于这个世界背面的毁坏的世界里。那里所有的常规都与这个世界不同。
6,0487,第五世代,黑,宝可梦 黑／白,因为性格粗暴而被驱逐，一直待在毁坏的世界里，静静地看着原来的世界。
7,0487,第五世代,白,宝可梦 黑／白,因为性格粗暴而被驱逐，一直待在毁坏的世界里，静静地看着原来的世界。
8,0487,第五世代,黑２,宝可梦 黑２／白２,因为性格粗暴而被驱逐，一直待在毁坏的世界里，静静地看着原来的世界。
9,0487,第五世代,白２,宝可梦 黑２／白２,因为性格粗暴而被驱逐，一直待在毁坏的世界里，静静地看着原来的世界。
10,0487,第六世代,Ｘ,宝可梦 Ｘ／Ｙ,据说栖息在位于这个世界背面的毁坏的世界里。那里所有的常规都与这个世界不同。
11,0487,第六世代,Ｙ,宝可梦 Ｘ／Ｙ,因为性格粗暴而被驱逐，一直待在毁坏的世界里，静静地看着原来的世界。
12,0487,第六世代,欧米伽红宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,据说栖息在位于这个世界背面的毁坏的世界里。那里所有的常规都与这个世界不同。
13,0487,第六世代,阿尔法蓝宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,因为性格粗暴而被驱逐，一直待在毁坏的世界里，静静地看着原来的世界。
14,0487,第八世代,晶灿钻石,宝可梦 晶灿钻石／明亮珍珠,据说这种宝可梦栖息在位于这个世界背面的世界里。会出现在古代的墓地中。
15,0487,第八世代,明亮珍珠,宝可梦 晶灿钻石／明亮珍珠,据说这种宝可梦栖息在位于这个世界背面的世界里。会出现在古代的墓地中。
16,0487,第八世代,传说 阿尔宙斯,宝可梦传说 阿尔宙斯,"洗翠地区自古流传着这样一句话：强光照而暗影生。在本人的想象中，暗影指的正是这种宝可梦。（别种形态）
脚部随着形态变化而消失。据推测，此宝可梦栖息于没有天地之分的世界，然而没有手段能加以证明。（起源形态）"
1,0488,第四世代,钻石,宝可梦 钻石／珍珠,飞行的时候，会从薄纱一样的翅膀中发出闪光粒子。被称为新月的化身。
2,0488,第四世代,珍珠,宝可梦 钻石／珍珠,飞行的时候，会从薄纱一样的翅膀中发出闪光粒子。被称为新月的化身。
3,0488,第四世代,白金,宝可梦 白金,越是临近新月的日子，尾巴处延伸出的极光就越长、越美丽。*
4,0488,第四世代,心金,宝可梦 心金／魂银,据说，如果拿着克雷色利亚的羽毛睡觉，就能做个美梦。被称为新月的化身。
5,0488,第四世代,魂银,宝可梦 心金／魂银,据说，如果拿着克雷色利亚的羽毛睡觉，就能做个美梦。被称为新月的化身。
6,0488,第五世代,黑,宝可梦 黑／白,越是临近新月的日子，尾巴处延伸出的极光就越长、越美丽。*
7,0488,第五世代,白,宝可梦 黑／白,越是临近新月的日子，尾巴处延伸出的极光就越长、越美丽。*
8,0488,第五世代,黑２,宝可梦 黑２／白２,越是临近新月的日子，尾巴处延伸出的极光就越长、越美丽。*
9,0488,第五世代,白２,宝可梦 黑２／白２,越是临近新月的日子，尾巴处延伸出的极光就越长、越美丽。*
10,0488,第六世代,Ｘ,宝可梦 Ｘ／Ｙ,飞行的时候，会从薄纱一样的翅膀中发出闪光粒子。被称为新月的化身。
11,0488,第六世代,Ｙ,宝可梦 Ｘ／Ｙ,据说，如果拿着克雷色利亚的羽毛睡觉，就能做个美梦。被称为新月的化身。
12,0488,第六世代,欧米伽红宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,飞行的时候，会从薄纱一样的翅膀中发出闪光粒子。被称为新月的化身。
13,0488,第六世代,阿尔法蓝宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,据说，如果拿着克雷色利亚的羽毛睡觉，就能做个美梦。被称为新月的化身。
14,0488,第八世代,晶灿钻石,宝可梦 晶灿钻石／明亮珍珠,飞行的时候，会从薄纱一样的翅膀中发出闪光粒子。被称为新月的化身。
15,0488,第八世代,明亮珍珠,宝可梦 晶灿钻石／明亮珍珠,飞行的时候，会从薄纱一样的翅膀中发出闪光粒子。被称为新月的化身。
16,0488,第八世代,传说 阿尔宙斯,宝可梦传说 阿尔宙斯,令人联想到弯月的宝可梦。在夜空中飞翔时，会留下一道鲜明的光迹，就像是在天上画出一条银河的仙女。
1,0489,第四世代,钻石,宝可梦 钻石／珍珠,栖息在温暖的海里。会让头部的浮囊膨胀起来，漂浮在波涛间寻找食物。
2,0489,第四世代,珍珠,宝可梦 钻石／珍珠,栖息在温暖的海里。会让头部的浮囊膨胀起来，漂浮在波涛间寻找食物。
3,0489,第四世代,白金,宝可梦 白金,漂浮在温暖的海上。无论漂得多远，都一定会回到出生的地方。
4,0489,第四世代,心金,宝可梦 心金／魂银,如果海水的温度上升，该宝可梦就会让头部的浮囊膨胀起来，然后集体在海面上漂浮。
5,0489,第四世代,魂银,宝可梦 心金／魂银,如果海水的温度上升，该宝可梦就会让头部的浮囊膨胀起来，然后集体在海面上漂浮。
6,0489,第五世代,黑,宝可梦 黑／白,漂浮在温暖的海上。无论漂得多远，都一定会回到出生的地方。
7,0489,第五世代,白,宝可梦 黑／白,漂浮在温暖的海上。无论漂得多远，都一定会回到出生的地方。
8,0489,第五世代,黑２,宝可梦 黑２／白２,漂浮在温暖的海上。无论漂得多远，都一定会回到出生的地方。
9,0489,第五世代,白２,宝可梦 黑２／白２,漂浮在温暖的海上。无论漂得多远，都一定会回到出生的地方。
10,0489,第六世代,Ｘ,宝可梦 Ｘ／Ｙ,如果海水的温度上升，该宝可梦就会让头部的浮囊膨胀起来，然后集体在海面上漂浮。
11,0489,第六世代,Ｙ,宝可梦 Ｘ／Ｙ,漂浮在温暖的海上。无论漂得多远，都一定会回到出生的地方。
12,0489,第六世代,欧米伽红宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,如果海水的温度上升，该宝可梦就会让头部的浮囊膨胀起来，然后集体在海面上漂浮。
13,0489,第六世代,阿尔法蓝宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,漂浮在温暖的海上。无论漂得多远，都一定会回到出生的地方。
